SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Turner Middle School ,Beloit Turner,Middle School,6,8,Public school,Regular,No,1237 Inman Pkwy  Beloit WI  53511-1799,Rock,2,6052,422,120,4220120,5501080,159,42.555102,-89.018927,Report received,93
Turtle Lake High School,Turtle Lake,High School,9,12,Public school,Regular,No,205 Oak St N  Turtle Lake WI  54889-8929,Barron,11,17040,5810,40,58100040,5515060,1956,45.398065,-92.138902,Report received,93
Vernon Elementary ,Kenosha,Elementary School,K4,5,Public school,Regular,No,8518 22nd Ave  Kenosha WI  53143-6446,Kenosha,1,3089,2793,600,27930600,5507320,829,42.550368,-87.835232,Report received,93
Walker Middle School ,Sturgeon Bay,Middle School,6,8,Public school,Regular,No,19 N 14th Ave  Sturgeon Bay WI  54235-1367,Door,7,11599,5642,80,56420080,5514610,2322,44.835822,-87.361815,Report received,93
Waterloo Middle School ,Waterloo,Middle School,7,8,Public school,Regular,No,865 N Monroe St  Waterloo WI  53594-1100,Jefferson,2,71197,6118,300,61180300,5515720,1943,43.193329,-88.990876,Report received,93
Waters Elementary ,Fond du Lac,Elementary School,K4,5,Public school,Regular,No,495 Wabash Ave  Fond du Lac WI  54935-5924,Fond du Lac,6,17627,1862,360,18620360,5504680,506,43.765037,-88.437774,Report received,93
Waukesha Acad Health Profs,Waukesha,High School,9,12,Public school,Regular,Charter,401 E Roberta Ave  Waukesha WI  53186-6637,Waukesha,1,72929,6174,450,61740450,5515780,3334,42.993195,-88.222594,Report received,93
Waunakee Community 4K Sch,Waunakee Community,Elementary School,K4,0,Public school,Regular,No,905 Bethel Cir  Waunakee WI  53597,Dane,2,698,6181,150,61810150,5515810,2869,43.18057,-89.435912,Report received,93
West De Pere Middle School ,West De Pere,Middle School,6,8,Public school,Regular,No,1177 S 9th St  De Pere WI  54115-3822,Brown,7,10514,6328,110,63280110,5516320,545,44.439359,-88.093519,Report received,93
West Elementary ,Antigo Unified,Elementary School,PK,5,Public school,Regular,No,1232 7th Ave  Antigo WI  54409-1305,Langlade,9,12394,140,280,1400280,5500360,46,45.138373,-89.164753,Report received,93
West Elementary ,Jefferson,Elementary School,KG,5,Public school,Regular,No,900 W Milwaukee St  Jefferson WI  53549-1440,Jefferson,2,6726,2702,85,27020085,5507050,780,43.0047,-88.825,Report received,93
West Elementary ,Milton,Elementary School,K4,3,Public school,Regular,No,825 W Madison Ave  Milton WI  53563-1099,Rock,2,6988,3612,140,36120140,5509570,1120,42.783844,-88.966534,Report received,93
Westfield Elementary ,Westfield,Elementary School,K4,6,Public school,Regular,No,329 Hawk Ln  Westfield WI  53964-9181,Marquette,5,9909,6335,80,63350080,5516440,2150,43.884359,-89.486912,Report received,93
Westwood Elementary ,West De Pere,Elementary School,K4,5,Public school,Regular,No,1155 Westwood Dr  De Pere WI  54115-1098,Brown,7,10516,6328,140,63280140,5516320,2139,44.435557,-88.091459,Report received,93
Weyauwega Middle School ,Weyauwega-Fremont,Middle School,6,8,Public school,Regular,No,410 E Ann St  Weyauwega WI  54983,Waupaca,6,18359,6384,120,63840120,5516500,2160,44.323899,-88.926767,Report received,93
Wilmot High School,Wilmot UHS,High School,9,12,Public school,Regular,No,11112 308th Ave  Wilmot WI  53192,Kenosha,2,4270,6545,20,65450020,5516770,2188,42.514972,-88.182543,Report received,93
Woodland Intermediate,Kimberly Area,Elementary School,5,6,Public school,Regular,No,N9085 N Coop Rd  Appleton WI  54915,Calumet,6,631,2835,100,28350100,5507470,2824,44.243138,-88.356058,Report received,93
Woodridge Elementary ,Portage Community,Elementary School,KG,1,Public school,Regular,No,333 E Slifer St  Portage WI  53901-1250,Columbia,5,326,4501,110,45010110,5512060,2711,43.55864,-89.462768,Report received,93
Wrightstown Elementary ,Wrightstown Community,Elementary School,K4,4,Public school,Regular,No,351 High St  Wrightstown WI  54180,Brown,7,11261,6734,20,67340020,5517190,2228,44.322456,-88.157171,Report received,93
Wrightstown Middle School ,Wrightstown Community,Middle School,5,8,Public school,Regular,No,450 School St  Wrightstown WI  54180,Brown,7,11262,6734,30,67340030,5517190,280,44.319857,-88.155112,Report received,93
4K McFarland,McFarland,Elementary School,K4,0,Public school,Regular,No,6009 Johnson St  McFarland WI  53558,Dane,2,725,3381,150,33810150,5508910,2902,43.011247,-89.288282,Report received,94
4K PK Off Site,Madison Metropolitan,Elementary School,K4,0,Public school,Regular,No,545 W Dayton St  Madison WI  53703,Dane,2,71291,3269,190,32690190,5508520,2475,43.070381,-89.395001,Report received,94
Acad of Accelerated Learning,Milwaukee,Elementary School,K3,5,Public school,Regular,No,3727 S 78th St  Milwaukee WI  53220-1603,Milwaukee,1,5285,3619,316,36190316,5509600,1239,42.976024,-88.011543,Report received,94
Altoona Elementary ,Altoona,Elementary School,K4,3,Public school,Regular,No,157 Bartlett Ave  Altoona WI  54720-2361,Eau Claire,10,15356,112,80,1120080,5500270,28,44.803599,-91.422817,Report received,94
Appleton Community 4K,Appleton Area,Elementary School,K4,0,Public school,Regular,No,122 E College Ave Suite 1A  Appleton WI  54911,Outagamie,6,792,147,165,1470165,5500390,2976,44.26209,-88.404645,Report received,94
Arbor Vitae-Woodruff Elementary ,Woodruff J1,Elementary School,K4,8,Public school,Regular,No,11065 Old Highway 51 N  Arbor Vitae WI  54568-9721,Vilas,9,14101,6720,20,67200020,5517160,2227,45.927058,-89.692271,Report received,94
Athens High School,Athens,High School,9,12,Public school,Regular,No,601 W Village Limits Rd  Athens WI  54411-9552,Marathon,9,12442,196,40,1960040,5500570,87,45.030015,-90.085687,Report received,94
BA Kennedy Sch,Prairie du Chien Area,Elementary School,K4,1,Public school,Regular,No,420 Wacouta Ave  Prairie du Chien WI  53821-1924,Crawford,3,71484,4543,10,45430010,5512150,2508,43.0475,-91.144825,Report received,94
Badger High School,Lake Geneva-Genoa City UHS,High School,9,12,Public school,Regular,No,220 E South St  Lake Geneva WI  53147-2499,Walworth,2,3311,2884,20,28840020,5507650,884,42.573656,-88.420491,Report received,94
Badger Middle School ,West Bend,Middle School,7,8,Public school,Regular,No,727 S 6th Ave  West Bend WI  53095-3968,Washington,6,2457,6307,10,63070010,5516290,2125,43.413599,-88.182068,Report received,94
BairdElementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,539 Laverne Dr  Green Bay WI  54311-5720,Brown,7,12056,2289,30,22890030,5505820,611,44.510929,-87.933222,Report received,94
Barlow Park Elementary ,Ripon Area,Elementary School,K4,2,Public school,Regular,No,100 Ringstad Dr  Ripon WI  54971,Fond du Lac,6,70070,4872,110,48720110,5513020,1893,43.828545,-88.838561,Report received,94
Barneveld High School,Barneveld,High School,6,12,Public school,Regular,No,304 S Jones St  Barneveld WI  53507,Iowa,3,5975,287,40,2870040,5500840,112,43.010952,-89.892292,Report received,94
BELC,Baraboo,Elementary School,K4,0,Public school,Regular,No,707 Center St  Baraboo WI  53913-2000,Sauk,5,500,280,150,2800150,5500810,2803,43.47222,-89.749399,Report received,94
Belleville Elementary ,Belleville,Elementary School,K4,6,Public school,Regular,No,101 S Grant St  Belleville WI  53508,Dane,2,39540,350,100,3500100,5500990,1211,42.85869,-89.54207,Report received,94
Berlin Middle School ,Berlin Area,Middle School,6,8,Public school,Regular,No,242 Memorial Dr  Berlin WI  54923,Green Lake,6,17524,434,80,4340080,5501140,164,43.977483,-88.937858,Report received,94
Berry Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,3601 S Telulah Ave  Appleton WI  54915-9372,Calumet,6,17472,147,220,1470220,5500390,2427,44.227577,-88.378774,Report received,94
Black Creek Elementary ,Seymour Community,Elementary School,K4,8,Public school,Regular,No,308 E Burdick St  Black Creek WI  54106,Outagamie,7,10410,5138,20,51380020,5513530,1769,44.473618,-88.446793,Report received,94
Black River Falls Middle School ,Black River Falls,Middle School,6,8,Public school,Regular,No,1202 Pierce St  Black River Falls WI  54615-1559,Jackson,4,14473,476,60,4760060,5501260,174,44.293288,-90.863277,Report received,94
Blair Elementary ,Waukesha,Elementary School,K4,5,Public school,Regular,No,301 Hyde Park Ave  Waukesha WI  53188-3051,Waukesha,1,4107,6174,80,61740080,5515780,2007,43.016074,-88.240597,Report received,94
Brodhead High School,Brodhead,High School,9,12,Public school,Regular,No,2501 W 5th Ave  Brodhead WI  53520-2010,Green,2,6195,700,40,7000040,5501740,212,42.606737,-89.383896,Report received,94
Bruce Elementary ,Bruce,Elementary School,K4,5,Public school,Regular,No,104 W Washington Ave  Bruce WI  54819-9641,Rusk,10,16481,735,20,7350020,5501830,234,45.458809,-91.274169,Report received,94
Bruce Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,No,6453 N 89th St  Milwaukee WI  53224-5307,Milwaukee,1,5455,3619,93,36190093,5509600,1133,43.135875,-88.023766,Report received,94
Bruce High School,Bruce,High School,9,12,Public school,Regular,No,104 W Washington Ave  Bruce WI  54819-9641,Rusk,10,16482,735,40,7350040,5501830,235,45.458809,-91.274169,Report received,94
Cadott Jr,Cadott Community,Junior High School,7,8,Public school,Regular,No,426 Myrtle St  Cadott WI  54727,Chippewa,10,15457,870,60,8700060,5502040,249,44.949306,-91.148196,Report received,94
Cambridge Elementary ,Cambridge,Elementary School,K4,5,Public school,Regular,No,802 W Water St  Cambridge WI  53523-8702,Dane,2,6230,896,20,8960020,5502100,254,43.00208,-89.029214,Report received,94
Carollton Elementary ,Oak Creek-Franklin Joint,Elementary School,PK,5,Public school,Regular,No,8965 S Carollton Dr  Oak Creek WI  53154-4199,Milwaukee,1,3530,4018,10,40180010,5510830,1406,42.880964,-87.866624,Report received,94
Chegwin Elementary ,Fond du Lac,Elementary School,K4,5,Public school,Regular,No,109 E Merrill Ave  Fond du Lac WI  54935-3553,Fond du Lac,6,17615,1862,30,18620030,5504680,493,43.780957,-88.442604,Report received,94
Cleveland Elementary ,Sheboygan Area,Elementary School,K4,5,Public school,Regular,No,411 E Washington Ave  Cleveland WI  53015-1517,Manitowoc,7,1040,5271,20,52710020,5513650,1781,43.913686,-87.73213,Report received,94
Cochrane-Fountain City High School,Cochrane-Fountain City,High School,7,12,Public school,Regular,No,S2770 State Hwy 35  Fountain City WI  54629,Buffalo,4,14596,1155,40,11550040,5502700,307,44.09764,-91.676886,Report received,94
Cormier School and Early Lrn Ctr,Ashwaubenon,Elementary School,K4,0,Public school,Regular,No,2280 S Broadway  Green Bay WI  54304-4830,Brown,7,11956,182,55,1820055,5500540,294,44.484473,-88.048689,Report received,94
Creative Minds,Minocqua J1,Elementary School,3,5,Public school,Regular,Charter,7450 Titus Dr  Minocqua WI  54548-9139,Oneida,9,723,3640,100,36400100,5509690,2873,45.823175,-89.714081,Report received,94
Crivitz High School,Crivitz,High School,9,12,Public school,Regular,No,400 South Ave  Crivitz WI  54114,Marinette,8,10484,1232,40,12320040,5502970,330,45.225505,-88.001098,Report received,94
Cuba City Elementary ,Cuba City,Elementary School,K4,5,Public school,Regular,No,518 W Roosevelt St  Cuba City WI  53807-1220,Grant,3,8806,1246,20,12460020,5503030,332,42.609284,-90.436058,Report received,94
Cumberland Middle School ,Cumberland,Middle School,5,8,Public school,Regular,No,980 8th Ave  Cumberland WI  54829,Barron,11,16533,1260,50,12600050,5503090,304,45.528219,-92.031448,Report received,94
Deerfield High School,Deerfield Community,High School,9,12,Public school,Regular,No,300 Simonson Blvd  Deerfield WI  53531-9543,Dane,2,6341,1309,40,13090040,5503270,371,43.0464,-89.080427,Report received,94
Deerfield Middle School ,Deerfield Community,Middle School,7,8,Public school,Regular,No,300 Simonson Blvd  Deerfield WI  53531-9543,Dane,2,6342,1309,60,13090060,5503270,372,43.0464,-89.080427,Report received,94
Dousman Elementary ,Kettle Moraine,Elementary School,K4,5,Public school,Regular,No,341 E Ottawa Ave  Dousman WI  53118-9363,Waukesha,1,2775,1376,60,13760060,5503510,375,43.009503,-88.464733,Report received,94
Dr H B Tanner Elementary ,Kaukauna Area,Elementary School,K4,1,Public school,Regular,No,2500 Fieldcrest Dr  Kaukauna WI  54130-4505,Outagamie,6,10688,2758,50,27580050,5507290,2433,44.259907,-88.283287,Report received,94
Drought Elementary ,Norway J7,Elementary School,K4,8,Public school,Regular,No,21016 7 Mile Rd  Franksville WI  53126-9718,Racine,2,2905,4011,20,40110020,5510800,1405,42.829658,-88.079936,Report received,94
Dunwiddie Elementary ,Port Washington-Saukville,Elementary School,K4,4,Public school,Regular,No,1243 W Lincoln Ave  Port Washington WI  53074-2012,Ozaukee,1,1973,4515,40,45150040,5512000,2320,43.384849,-87.894574,Report received,94
Durand Middle School /Hi,Durand-Arkansaw,High School,6,12,Public school,Regular,No,604 7th Ave E  Durand WI  54736-1371,Pepin,11,15639,1499,40,14990040,5503840,136,44.62963,-91.957593,Report received,94
Early Learning Ctr,Cedarburg,Elementary School,PK,0,Public school,Special Education,No,W52N932 Keup Rd  Cedarburg WI  53012,Ozaukee,1,419,1015,110,10150110,5502460,2772,43.309487,-87.974521,Report received,94
Early Learning Ctr,Green Bay Area Public,Elementary School,K4,0,Public school,Regular,No,312 Victoria St  Green Bay WI  54302-2818,Brown,7,394,2289,130,22890130,5505820,2788,44.499321,-87.983194,Report received,94
Early Learning Ctr,Sheboygan Area,Elementary School,K4,0,Public school,Regular,No,1227 Wilson Ave  Sheboygan WI  53081-6741,Sheboygan,7,2072,5271,93,52710093,5513650,2423,43.722572,-87.720863,Report received,94
East High School,Appleton Area,High School,9,12,Public school,Regular,No,2121 Emmers Dr  Appleton WI  54915-3802,Outagamie,6,17469,147,20,1470020,5500390,47,44.248174,-88.373554,Report received,94
East High School,Elmbrook,High School,9,12,Public school,Regular,No,3305 N Lilly Rd  Brookfield WI  53005-7608,Waukesha,1,831,714,60,7140060,5501770,215,43.078853,-88.086628,Report received,94
East High School,Green Bay Area Public,High School,9,12,Public school,Regular,No,1415 E Walnut St  Green Bay WI  54301-4399,Brown,7,11774,2289,180,22890180,5505820,618,44.506767,-87.993428,Report received,94
East High School,Madison Metropolitan,High School,9,12,Public school,Regular,No,2222 E Washington Ave  Madison WI  53704-5295,Dane,2,7866,3269,150,32690150,5508520,925,43.097699,-89.35485,Report received,94
East High School,Wausau,High School,9,12,Public school,Regular,No,2607 N 18th St  Wausau WI  54403-3176,Marathon,9,12314,6223,360,62230360,5515900,2063,44.981649,-89.59824,Report received,94
East High School,Wauwatosa,High School,9,12,Public school,Regular,No,7500 Milwaukee Ave  Wauwatosa WI  53213-2206,Milwaukee,1,4924,6244,20,62440020,5515990,2077,43.053283,-88.006307,Report received,94
East High School,West Bend,High School,9,12,Public school,Regular,No,1305 E Decorah Rd  West Bend WI  53095-4399,Washington,6,2460,6307,50,63070050,5516290,2128,43.410949,-88.16354,Report received,94
Ellsworth Middle School ,Ellsworth Community,Middle School,6,8,Public school,Regular,No,312 Panther Dr  Ellsworth WI  54011,Pierce,11,10085,1659,20,16590020,5504320,463,44.721246,-92.482991,Report received,94
Elm Lawn Elementary ,Middleton-Cross Plains Area,Elementary School,PK,4,Public school,Regular,No,6701 Woodgate Rd  Middleton WI  53562-3818,Dane,2,6939,3549,40,35490040,5509510,1105,43.088993,-89.499867,Report received,94
Elmwood Elementary ,Elmwood,Elementary School,K4,4,Public school,Regular,No,213 S Scott St  Elementary mwood WI  54740-8664,Pierce,11,15693,1666,20,16660020,5504350,470,44.778245,-92.153326,Report received,94
Elmwood El,New Berlin,Elementary School,PK,6,Public school,Regular,No,5900 S Sunnyslope Rd  New Berlin WI  53151-8719,Waukesha,1,3475,3925,60,39250060,5510470,224,42.935395,-88.087898,Report received,94
Elmwood Middle School ,Elmwood,Middle School,5,8,Public school,Regular,No,213 S Scott St  Elmwood WI  54740-8664,Pierce,11,15694,1666,30,16660030,5504350,347,44.778245,-92.153326,Report received,94
Fair Park Elementary ,West Bend,Elementary School,KG,4,Public school,Regular,No,519 N Indiana Ave  West Bend WI  53090-2599,Washington,6,2461,6307,60,63070060,5516290,2129,43.428401,-88.174715,Report received,94
Flambeau Middle School ,Flambeau,Middle School,6,8,Public school,Regular,No,N4540 County Road I  Tony WI  54563,Rusk,10,14064,5757,50,57570050,5514970,1952,45.45197,-90.964443,Report received,94
Flynn Elementary ,Eau Claire Area,Elementary School,KG,5,Public school,Regular,No,1430 Lee St  Eau Claire WI  54701,Eau Claire,10,15134,1554,100,15540100,5504050,417,44.802808,-91.479744,Report received,94
Forrest Street Early Lrng Ctr,Black River Falls,Elementary School,K4,1,Public school,Regular,No,720 Forrest St  Black River Falls WI  54615-9106,Jackson,4,14474,476,80,4760080,5501260,176,44.304897,-90.850516,Report received,94
Fort Atkinson High School,Fort Atkinson,High School,9,12,Public school,Regular,No,925 Lexington Blvd  Fort Atkinson WI  53538-1092,Jefferson,2,6500,1883,80,18830080,5504740,510,42.942033,-88.857883,Report received,94
Franklin Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,2212 N Jarchow St  Appleton WI  54911-2898,Outagamie,6,17337,147,160,1470160,5500390,54,44.282971,-88.402572,Report received,94
Franklin Elementary ,Madison Metropolitan,Elementary School,K4,2,Public school,Regular,No,305 W Lakeside St  Madison WI  53715-3024,Dane,2,8603,3269,240,32690240,5508520,930,43.055619,-89.387696,Report received,94
